date,EW_NoRD,EW_RD,VW_NoRD,VW_RD
2005-03-31,-0.010881276829332508,-0.04841250154225786,-0.004694142738983964,-0.02392472271695021
2005-04-29,-0.06006114650872819,-0.07107880797179914,-0.03093924932828771,-0.03684641088161113
2005-05-31,0.04671188165309956,0.0635261011465582,0.03720360899764104,0.05339629977537726
2005-06-30,0.04170451261194395,0.023630742281033394,0.01954970277186838,-0.011816162923461895
2005-07-29,0.0652063977670958,0.08145877508482799,0.04908374210762508,0.05555121403161907
2005-08-31,-0.008214285930867192,-0.013595129681664075,-0.016504535177840583,-0.0025402900126108695
2005-09-30,0.008876287328506097,0.006125019036319687,0.006180607361806789,0.011006656167583815
2005-10-31,-0.04115029803925876,-0.037290352762598664,-0.022882243706715433,-0.028959744693361555
2005-11-30,0.032160554522924406,0.045374905810397555,0.031129969924613046,0.047775434289586416
2005-12-30,0.008143896444167189,0.010932405602333129,0.0003300991914657143,-0.008585628453493354
2006-01-31,0.07343629722129863,0.10243360258322513,0.04013748260909816,0.03692277953644133
2006-02-28,-0.002267227495699685,0.007778600628930818,-0.00029723458384756964,-0.00433531769449574
2006-03-31,0.047039816756194675,0.04569052447302467,0.021630589340055302,0.024221502694114463
2006-04-28,0.019467660339055236,0.001920437491569879,0.0073679318686726385,0.005393412881528961
2006-05-31,-0.044048702426564494,-0.07061989537266389,-0.017231712811559552,-0.03925278832677502
2006-06-30,-0.0018716820240032165,-0.019606680681385113,0.010850691448224311,-0.006362056371266781
2006-07-31,-0.027275499388753056,-0.050702975323874154,-0.017105454778478066,-0.010623601893784168
2006-08-31,0.007723515556579852,0.038641774674115455,0.013192615560415712,0.04013251815668513
2006-09-29,0.008965670995670996,0.0069687504667081505,0.017309506159554258,0.0199632735681802
2006-10-31,0.052769218657602736,0.056829484154703014,0.0429802532236671,0.04222667890288476
2006-11-30,0.027506022514071294,0.03030518698598301,0.024611086825483852,0.031797881899703756
2006-12-29,0.013316430058415093,0.012073426360358143,0.005067686436696741,0.004640588228867751
2007-01-31,0.03344636024522843,0.027797588007736948,0.031157342975726685,0.0154067725636053
2007-02-28,0.00639367941363926,0.005865919323357189,-0.001943644129143095,-0.01520918488711289
2007-03-30,0.009561474457277742,0.006351126821606676,0.01616057064110228,0.014685029414737219
2007-04-30,0.02843361438755671,0.031390962276637985,0.03039122800180343,0.046982253767600006
2007-05-31,0.034994149746741365,0.024580350467289718,0.04104770931854176,0.03832101752230498
2007-06-29,-0.00723426758711374,0.00604059221322522,-0.019028713809975898,9.91657696913853e-05
2007-07-31,-0.05416398597560975,-0.02942426934385061,-0.03736432058517964,-0.008585460364572695
2007-08-31,-0.025022754102848332,-0.011628980544747081,0.00025454852129892596,0.018034007947133814
2007-09-28,0.006303138115638734,0.02842309430523418,0.02379473276866989,0.05010591580071715
2007-10-31,0.017301845716489628,0.02368783492254079,0.02996239186212068,0.029820607101423032
2007-11-30,-0.08684677330779055,-0.091478599867286,-0.04759945650228266,-0.0480417117347324
2007-12-31,-0.013493812422742599,-0.003455324832214765,-0.00588778385799418,0.00922146205208233
2008-01-31,-0.049220829246220434,-0.08474487533692722,-0.041141867792861574,-0.0811120550191583
2008-02-29,-0.020877479193758125,-0.017623953929539294,-0.015625454504985564,-0.016856295966303097
2008-03-31,-0.018282188933357986,-0.030278294197952218,-0.0053271727561541435,0.005999738418752759
2008-04-30,0.040201546760875,0.031589413478454356,0.058854045973952385,0.04315413235872364
2008-05-30,0.04640558316633266,0.0482459680998613,0.03553206218631426,0.03261362088275182
2008-06-30,-0.0727880568017136,-0.09504320244678996,-0.0671059602491362,-0.08862310294145462
2008-07-31,-0.012815102904040403,0.010318936885339821,-0.051933178671130974,-0.007598545185292013
2008-08-29,0.0296064776079377,0.02041228348647055,0.014825332240891888,0.02001233897990863
2008-09-30,-0.12791356493921946,-0.13747764683097885,-0.12435368033269588,-0.10407566933155149
2008-10-31,-0.2283993545050097,-0.2334349586467964,-0.1905206885526204,-0.1726021991705265
2008-11-28,-0.148245366710013,-0.15165073014804845,-0.0769413328226976,-0.07474946381166706
2008-12-31,0.027800377768475097,0.03277036400541272,0.020092038568133887,0.016159966574253566
2009-01-30,-0.037987285526315785,-0.002423851907085321,-0.05252482858877802,-0.05405055726004737
2009-02-27,-0.10962127326732674,-0.11645009709670848,-0.08513397432469241,-0.10157371138721426
2009-03-31,0.12453223771580345,0.1251305059151009,0.07969545898919353,0.09411858400421226
2009-04-30,0.2587271859531773,0.223395078817734,0.15334966773359307,0.13569056420851322
2009-05-29,0.10523668583335974,0.08569112907801418,0.08460966528246616,0.04293760550410829
2009-06-30,0.026671287246651795,0.059941805455850684,-0.019490040164472436,0.011143199607508567
2009-07-31,0.09756163530564917,0.10543352146707896,0.07301854048308651,0.0820683103108451
2009-08-31,0.07847225806451613,0.06556138282899367,0.021532683525666653,0.01980414505226191
2009-09-30,0.08578297154202515,0.09498672206506363,0.052088801890285336,0.046775086833451586
2009-10-30,-0.04494562933333333,-0.06703882018479033,-0.02628758174503825,-0.011048969017769594
2009-11-30,0.018532349348551354,0.03462911659513591,0.05240943076589606,0.055881266722260486
2009-12-31,0.07142612790507094,0.08531987904967603,0.045156338133367564,0.02847659989911716
2010-01-29,-0.01467180661808162,-0.02389633454018827,-0.03750717407060689,-0.045894233476573926
2010-02-26,0.042783392297009656,0.04847820903131828,0.03716220513817334,0.034352444435243816
2010-03-31,0.08185858373870744,0.08285700341679017,0.05529309340206,0.06177512757921741
2010-04-30,0.08042610921788278,0.0683104562962963,0.028115220559703745,0.020858752377171972
2010-05-28,-0.0790018781614348,-0.07949303343239228,-0.06515435339038257,-0.08224250779247252
2010-06-30,-0.07851212552891397,-0.06892912798601339,-0.06000547680060005,-0.053362666090431436
2010-07-30,0.0668091700680272,0.06726276630036629,0.07203574808143345,0.07881597850539437
2010-08-31,-0.07005575200491382,-0.06458917759764186,-0.03518928098171227,-0.05078309360998877
2010-09-30,0.11541293466299862,0.12922108444444444,0.09813298875020504,0.1053875805835271
2010-10-29,0.04188710158949551,0.05718687686567164,0.03570590171512335,0.05128875210888041
2010-11-30,0.03992496371249128,0.019831517319277108,0.025716302827882603,0.0004486900450720358
2010-12-31,0.08401627962880029,0.08414665849299695,0.05985297017376207,0.06557984137340114
2011-01-31,0.012568145995747697,0.026570707407723375,0.01158372338517917,0.03202874503030615
2011-02-28,0.054325917302156586,0.045595806395750005,0.039012440116217906,0.031031662988916218
2011-03-31,0.01836963426933238,0.022984320403413496,0.011644567379172108,0.004681962276628164
2011-04-29,0.014639371924746743,0.015241639062500001,0.02982582542325464,0.034412383928853256
2011-05-31,-0.021671185828016012,-0.018204290322580644,-0.008256711412602693,-0.011631243653107465
2011-06-30,-0.02166495375045956,-0.02566428241845664,-0.014598032265376096,-0.01841900427033507
2011-07-29,-0.013914386089425124,-0.039596168174962296,-0.016324664203640288,-0.021548743321476826
2011-08-31,-0.09405092324093818,-0.0957337803030303,-0.05367882977400816,-0.06065980931978676
2011-09-30,-0.11653944345126878,-0.11087536882129277,-0.09134955732445835,-0.06615331043394705
2011-10-31,0.13639597732968778,0.12715389389312975,0.13668298152595962,0.11624333290418237
2011-11-30,-0.00833175163886357,-0.025698151806302843,0.007806826626013707,-0.006233068184863695
2011-12-30,0.011497055514974434,-0.01419966610819147,0.004002743008058048,0.00026172626594836044
2012-01-31,0.07345416249165025,0.11054275507020281,0.04304960026355134,0.06672918843862348
2012-02-29,0.04020772159535008,0.03499248782403771,0.03837793279024465,0.04502881669979096
2012-03-30,0.018777327105951817,0.02368289240506329,0.0086793904254676,0.025401714588640684
2012-04-30,-0.012662526636265473,-0.01648785612082671,-0.0016791653359351105,-0.010603046358465922
2012-05-31,-0.07925583251468164,-0.07829125822151237,-0.05875383396842049,-0.06854471902365133
2012-06-29,0.038926725697046,0.0345489428705344,0.03816668828838102,0.03415065938563513
2012-07-31,-0.009380242308751091,-0.015334997074966284,0.013841637286808888,0.008954792131612946
2012-08-31,0.027443603953147877,0.031353236068111454,0.01566383240279574,0.03282345192381969
2012-09-28,0.04208751799097938,0.03373723404813686,0.027662686366450168,0.02086051249818749
2012-10-31,-0.012659774145616642,-0.03449667871762549,-0.005915033128579999,-0.03643731002323486
2012-11-30,-0.0011016191187453335,0.006303656963021243,0.0021955046348700845,0.014431519913649084
2012-12-31,0.025636522488755625,0.028036968973747016,0.006201938273211238,0.006044298872728719
2013-01-31,0.0681233807368872,0.07037859342158387,0.0650032999532877,0.041738872506934296
2013-02-28,0.0051795619335347435,0.007726859736429832,0.009749964796611582,0.013145196597117678
2013-03-28,0.048012827275669696,0.041082833164279256,0.04913536377819755,0.029220178672084793
2013-04-30,0.003483483316366338,-0.003942130187144019,0.02287915364697654,0.010138066799398033
2013-05-31,0.043677810000000004,0.05305791272430668,0.003527525441167345,0.030250961823651758
2013-06-28,-0.0025964493664385156,-0.004660048440065682,-0.004918821793488293,-0.022670100428218938
2013-07-31,0.06161174646840148,0.08423375470219435,0.042777593292031096,0.058682496421756894
2013-08-30,-0.023068680119581464,-0.014702724192277384,-0.02802318628806495,-0.019412400833559308
2013-09-30,0.04862271452033083,0.06930642301587302,0.041150751527384906,0.03595972944769214
2013-10-31,0.03928574320241692,0.022286370810237828,0.04480856420175587,0.04511279257433741
2013-11-29,0.028748072463768117,0.04687041834271923,0.01772663111737364,0.0301662256362262
2013-12-31,0.023363819147279693,0.038375347615198056,0.021162203841464403,0.03264956253559842
2014-01-31,-0.015144539805209394,0.014848132201581507,-0.034704277284084345,-0.032036490856969094
2014-02-28,0.04483903105590062,0.05144455718954248,0.04636269353685073,0.04426427716826353
2014-03-31,0.010698390896343751,-0.005953793949304988,0.0059136111405286886,0.007631419400057964
2014-04-30,-0.01336437617554859,-0.053820785232900736,0.01294592107279769,0.006385412764803183
2014-05-30,-0.0005681108490566042,0.0023308399339933995,0.018041604770650983,0.02295187327569701
2014-06-30,0.03985148207690923,0.0470040918114144,0.028700697750051296,0.019541844395417715
2014-07-31,-0.04227857249070632,-0.05613429541984732,-0.027890878625575096,-0.015115402685219693
2014-08-29,0.038397770381451014,0.042511246753246745,0.0403712340403099,0.045205304468169054
2014-09-30,-0.057536336084021,-0.049845464586556844,-0.02910520229404661,-0.023414608021395243
2014-10-31,0.010825313987766035,0.03707386553323029,0.015520223638451791,0.022212242511534145
2014-11-28,-0.013337989369779802,0.003962060559006211,0.014720580146502717,0.024617317239051868
2014-12-31,-0.004521714285714286,0.02519262177963693,-0.004395312985003441,-0.007140634334604459
2015-01-30,-0.036409824386503066,-0.024277938721974077,-0.026883900565452555,-0.025873918000121465
2015-02-27,0.06141773470337161,0.07498380316205534,0.0552781390842675,0.06777307550004785
2015-03-31,-0.005937598709902345,-0.0028074276629570754,-0.011599955170517637,-0.023481309654569602
2015-04-30,0.012828118524332811,0.001981037741662668,0.013038896088838892,0.0205031158889933
2015-05-29,-0.015968610849056604,0.02182383635838034,-0.01463299487601763,0.014038253662879058
2015-06-30,-0.020064959651898733,-0.008065630431219611,-0.025653217544717607,-0.02560591134641879
2015-07-31,-0.05099218754633062,-0.03285366365907127,0.009792456839488227,0.009377660734265544
2015-08-31,-0.035529998509687036,-0.05891121270310192,-0.052796866534539785,-0.060162905381178564
2015-09-30,-0.0718415442074322,-0.06755189457155901,-0.03714793343304293,-0.028170309036619604
2015-10-30,0.053644781226343675,0.0651785918979745,0.062323765179297295,0.09465926443477354
2015-11-30,-0.01174253606681853,0.052059501883948756,-0.012599296276598145,0.012820721763623285
2015-12-31,-0.06025660706062932,-0.04430471027055455,-0.0374881631561864,-0.018877018512583547
2016-01-29,-0.07621202127848255,-0.10782859668984895,-0.037470253505625044,-0.06657183046045508
2016-02-29,0.004448595478749804,0.00957534305448964,0.008552783609040777,0.009697528480407155
2016-03-31,0.11215463678784306,0.07424786586965124,0.08505398846525342,0.07713193280707714
2016-04-29,0.05403368338885714,0.025897016157434012,0.02157171517601332,-0.0005047161816467962
2016-05-31,-0.0170516422829582,0.018263921155347387,-0.002990208136362778,0.028297408698384777
2016-06-30,0.020866283612142628,-0.007403552787289411,0.01636730835293968,0.00018132469682851076
2016-07-29,0.05067869075369075,0.06888815792888411,0.02399754150782793,0.04569585239496512
2016-08-31,0.012752864168618266,0.02504225065913299,-0.012713460549694144,0.008553616563076155
2016-09-30,0.006333353693490535,0.0419089837037037,0.0001311508509772803,0.011179261656549668
2016-10-31,-0.04455246309994762,-0.06852276654275093,-0.024211356107423313,-0.022216233680768943
2016-11-30,0.09393391425308278,0.06829282653744603,0.054713982770579324,0.018853283480068903
2016-12-30,0.03143812477564659,-0.0021058726307808936,0.014629060051839338,0.017860701966069006
2017-01-31,0.009049879935535857,0.03317170677837015,0.012172728483085133,0.033428179403521566
2017-02-28,-0.005578790073230268,0.031483306839471266,0.01951570377864441,0.03961352867276517
2017-03-31,-0.0022037545008183296,0.01832674922839506,0.0008497991412950636,0.009857214463048224
2017-04-28,0.0035655234954657888,0.004486388326848248,0.0077558270888659795,0.015059963203610166
2017-05-31,-0.032358711314475874,-0.010419472087345314,-0.0008836008523879355,0.019635134600216292
2017-06-30,0.016306757210438495,0.046547725058915954,-0.005014610477118644,-0.0004875436018930094
2017-07-31,-0.0007118838141025639,0.0010013670605612992,0.015121235108688062,0.023783919049246628
2017-08-31,-0.029460764943457184,-0.0004850167501618389,-0.014843952178650508,0.013864967293576428
2017-09-29,0.07207280913539968,0.07201558226958939,0.025580877896332503,0.01783488404001261
2017-10-31,-0.008970652014736841,0.008611468021068472,0.002594608806745409,0.03516868579929297
2017-11-30,0.048248526097763055,0.020680326004548902,0.04737266282476071,0.022745405238400376
2017-12-29,0.02442613384945743,0.005786562595419847,0.024320535873170603,0.003938830866896163
2018-01-31,0.018704536195286198,0.04658854217791411,0.036485730296310956,0.0631835239545434
2018-02-28,-0.05460604210499152,-0.03243700697134005,-0.06197447548704284,-0.027757214452659683
2018-03-29,0.008942226474946155,0.003625705836575875,-0.003914664674660638,-0.026927211925973006
2018-04-30,0.025739459342560556,-0.0038544210937499998,0.02095758201623301,-0.006139921780350973
2018-05-31,0.03987749801599305,0.07216732210031349,0.011737779155968376,0.043217846254562084
2018-06-29,0.028007103799786524,0.0020540527559055125,0.02070916517955423,0.004749489645872922
2018-07-31,0.007489209722336912,0.008358935507783544,0.03167290043450495,0.02640119396566441
2018-08-31,0.019607512437810944,0.05315840044742729,0.02212191004856482,0.04762996903436732
2018-09-28,-0.016568571370280498,-0.01607781882665646,0.004748348609797394,0.004524811363207984
2018-10-31,-0.08698486909578505,-0.12156188888888889,-0.05778535179932041,-0.09129799061464888
2018-11-30,-0.014889890399320305,-0.004242587792012058,0.01614496686882843,0.008402432155771637
2018-12-31,-0.1362155090646019,-0.13249271116991046,-0.09778666701549345,-0.09157190075538027
2019-01-31,0.13729503761555834,0.15935896497405797,0.0858756382300864,0.10420363784303044
2019-02-28,0.03149904692531037,0.06568520599538816,0.02459063414872628,0.04622472389564257
2019-03-29,-0.016283565495528635,-0.0029330264610796597,0.013225626632515513,0.025740288591885985
2019-04-30,0.02324638761061947,0.024077236165237725,0.03902934806330993,0.043489481257825646
2019-05-31,-0.09542083822222222,-0.08224651643192488,-0.06800558931599102,-0.08474161409770398
2019-06-28,0.05179860982142857,0.061705176300031396,0.07038156599666348,0.08430540194370337
2019-07-31,-0.012481055230125524,-0.008119483837727872,0.01128537437071531,0.015447141035419883
2019-08-30,-0.052992085376162304,-0.05828121969140338,-0.0093729546918913,-0.026883757388351345
2019-09-30,0.04157192753623188,0.005480170118343194,0.022079895540698856,0.014495224465782532
2019-10-31,-0.0068312340954768055,0.00448689225975839,0.0015762853596400631,0.026146580413244837
2019-11-29,0.01305031109185442,0.04957251835205992,0.01992178610731786,0.04502402856459682
2019-12-31,0.046290840350877195,0.05996513478915662,0.028860157288601987,0.028891371708105226
2020-01-31,-0.04177990198373898,0.007226716553287982,-0.01600946540635439,0.010230474857096898
2020-02-28,-0.10143998975869627,-0.05673415238817286,-0.08826520476397143,-0.07323591382982919
2020-03-31,-0.27645540893278714,-0.19656902166071494,-0.19260433594371343,-0.11039500797563241
2020-04-30,0.24777642342342343,0.21050096012269937,0.17188442810893728,0.151927294966824
2020-05-29,0.07789303260869565,0.10489324432550115,0.05760943329348345,0.058065077307941346
2020-06-30,0.06290009167242308,0.08276890753690753,-0.004295910711586156,0.04711465798464762
2020-07-31,0.04509393107866323,0.06307308905109488,0.05934033559063047,0.06853567077173398
2020-08-31,0.06936672279792745,0.03679736237188873,0.05903828011440901,0.08846631629814186
2020-09-30,-0.031418741871486106,-0.018460544724667155,-0.013089290366993921,-0.045435775389868746
2020-10-30,0.005112757894736843,0.0038655100074128984,-0.014746676179751797,-0.02288952061885835
2020-11-30,0.22899274361233476,0.21265214795539034,0.1319366562550169,0.11659227351501501
2020-12-31,0.07749009513366101,0.11275976194029852,0.028694218345570857,0.04871580283631862
2021-01-29,0.12932311291779583,0.13723731811377246,-0.019459606577596798,0.006143194894525662
2021-02-26,0.11129768359020853,0.07380438275441847,0.036105846573987556,0.013050794646664636
2021-03-31,0.05342539133584608,-0.011944189577938158,0.0670181824651408,0.027229321766768868
2021-04-30,0.023990123462532598,-0.0015321655277145028,0.045766757185353044,0.05125165282798327
2021-05-28,0.04271593802035152,0.0020218158295281594,0.007328510704438296,-0.006862520325037989
2021-06-30,0.022107583730356612,0.05180082645259939,-0.002866662716373764,0.051992573204827225
2021-07-30,-0.02617879912280702,-0.05104428639133379,0.011020773302589396,0.01576982371486618
2021-08-31,0.012369702391496899,0.02324268052413442,0.01328799426586905,0.033124433243421965
2021-09-30,-0.009616841525266725,-0.0479987833316712,-0.038033722765520084,-0.04742669925484656
2021-10-29,0.0371591408071749,0.014775490424076606,0.052170481147726704,0.06723835964642651
2021-11-30,-0.040803882565492326,-0.07298566849691147,-0.027974172086385616,-0.003469919221592523
2021-12-31,0.03287334241598547,-0.016246177363699103,0.058146063414145396,0.021554912471560755
2022-01-31,-0.05209028802750591,-0.11998653071083505,-0.048154795653486716,-0.07540338886561891
2022-02-28,0.022225956164383557,-0.02208060020527317,-0.007298559791080748,-0.03580807355071928
2022-03-31,0.04522768319559228,0.013453342772403754,0.03206829932733851,0.031087759934004457
2022-04-29,-0.06949979126472257,-0.14600538101884158,-0.058752752880543595,-0.12138906748070821
2022-05-31,0.0030712736549165136,-0.042697784011220194,0.003165559464914134,-0.018738375761783145
2022-06-30,-0.10316971169589562,-0.0512890209060232,-0.08764603095304731,-0.08882960329742703
2022-07-29,0.09701487684729064,0.09261893333333333,0.08432913146082925,0.12213278599235382
2022-08-31,-0.006055109374308071,0.001118330612244897,-0.016388712741631572,-0.0422269145600508
2022-09-30,-0.1270025894039735,-0.11830950079029508,-0.09691419314972725,-0.10377674478186374
2022-10-31,0.10299551429372333,0.04941308068315666,0.09180692479303351,0.06690613569324516
2022-11-30,0.019772522423822592,-0.008174563496751329,0.06451984341339156,0.04824353848530931
2022-12-30,-0.07999738145130245,-0.05667982877526754,-0.05077070496318562,-0.07351679501082128
